Region_name,year,gvaperhead_pounds_cp,gvaper16to64_pounds_cp,UK_gvaper16plus_employed_pounds_cp.x,perhourworked_pounds_cp,perfilledjob_pounds_cp,UK_gvaperhead_pounds_cp,UK_gvaper16to64_pounds_cp,UK_gvaper16plus_employed_pounds_cp.y,UK_perhourworked_pounds_cp,UK_perfilledjob_pounds_cp
East Anglia,2017,22259.540652856645,37687.14333669016,46868.99891458629,28.373416387311046,44581.52060828143,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
East Anglia,2018,22343.956128467395,38102.76414015738,46575.96185465308,28.58425111828119,44496.47240480441,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
East Anglia,2019,23616.631840248865,40421.512605042015,48875.79255405625,30.08982673282196,47860.002706338404,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
East Anglia,2020,22955.06652818875,39364.876671819344,48377.79796811762,32.840339457072346,45739.333202659196,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
East Anglia,2021,24141.265624103344,41875.840731772936,51366.22390891841,32.85467753396527,50005.541803672364,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
East Anglia,2022,25802.986002057933,44970.513336013944,53761.41643967313,34.75176981460103,53740.31985520826,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
East Wales,1998,11805.65646677323,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
East Wales,1999,12292.24343698186,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
East Wales,2000,12979.372306244104,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
East Wales,2001,13397.6531843821,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
East Wales,2002,13897.43584910817,NA,NA,NA,27824.528301886792,16085.79314272791,NA,NA,NA,32821.521292139805
East Wales,2003,14985.881574023972,NA,NA,NA,29562.81079801089,16975.748910963528,NA,NA,NA,34503.31916247595
East Wales,2004,15724.004954406248,NA,NA,18.917734851222725,30716.735958232362,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
East Wales,2005,16478.725420845065,NA,NA,19.615349393389184,32261.276330748235,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
East Wales,2006,17175.48836594006,NA,NA,20.606472831708036,33203.15621786641,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
East Wales,2007,18044.42250470647,NA,NA,21.910415728573078,35385.269354556396,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
East Wales,2008,17813.486774124554,NA,NA,22.04632469037138,35034.87691024299,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
East Wales,2009,17971.371198157096,NA,NA,23.298469518254116,36186.86235646539,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
East Wales,2010,18290.200717426953,NA,NA,23.922511688639638,36591.97268388656,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
East Wales,2011,19014.86523432143,NA,NA,24.207662295642884,38309.33392277169,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
East Wales,2012,19754.70775142896,31163.793103448275,43520.388349514564,25.746697417717332,40113.469592296955,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
East Wales,2013,20187.56143753726,31942.125765164164,43125.46957175056,26.10382431394966,41276.701315604965,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
East Wales,2014,20473.58207855371,32481.558803061936,43843.697163253804,25.60472540045591,40352.79735937989,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
East Wales,2015,21187.265201941667,33651.677572045104,44787.84509912915,26.41797554773517,41411.40029878158,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
East Wales,2016,22171.66711060071,35241.53248195447,46875.92319054653,27.188112183642467,43024.747533804795,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
East Wales,2017,22666.58321859223,36121.3464468763,46547.661549446624,27.437485799343904,43572.27121884054,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
East Wales,2018,23491.002855796156,37509.68456004427,47069.44444444444,27.624198271122147,44145.710805864386,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
East Wales,2019,24441.700957849276,39130.01383125864,48929.43618125216,29.058044622745726,46384.087328197216,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
East Wales,2020,23467.125605273905,37785.605746650086,47937.2590255871,32.14237934914372,45934.372271109016,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
East Wales,2021,24465.23732486485,39602.5481235286,50143.78397334736,30.672622893820915,47050.867982145115,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
East Wales,2022,26477.40298605658,43208.53406744666,56236.11608742386,33.419842579435844,52424.843139645374,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
East Yorkshire and Northern Lincolnshire,1998,10948.322276265479,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
East Yorkshire and Northern Lincolnshire,1999,10944.425269096171,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
East Yorkshire and Northern Lincolnshire,2000,11559.675020025174,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
East Yorkshire and Northern Lincolnshire,2001,12159.66526661505,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
East Yorkshire and Northern Lincolnshire,2002,12924.566559018742,NA,NA,NA,29714.86474487211,16085.79314272791,NA,NA,NA,32821.521292139805
East Yorkshire and Northern Lincolnshire,2003,13904.64036652154,NA,NA,NA,31304.25071826682,16975.748910963528,NA,NA,NA,34503.31916247595
East Yorkshire and Northern Lincolnshire,2004,14534.27628645721,NA,NA,20.120763812719503,31930.45852010782,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
East Yorkshire and Northern Lincolnshire,2005,15033.896480027885,NA,NA,21.203832588278182,33962.61429123136,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
East Yorkshire and Northern Lincolnshire,2006,15800.065718360314,NA,NA,22.87017833031562,35830.774171534096,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
East Yorkshire and Northern Lincolnshire,2007,16621.953798170958,NA,NA,23.75065616046197,37536.55916117865,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
East Yorkshire and Northern Lincolnshire,2008,17570.528157012486,NA,NA,26.15723288898473,40265.523399061174,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
East Yorkshire and Northern Lincolnshire,2009,17047.644914838438,NA,NA,25.20613161838107,38732.08771576232,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
East Yorkshire and Northern Lincolnshire,2010,16839.96840252474,NA,NA,24.826511602419643,38463.65006638118,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
East Yorkshire and Northern Lincolnshire,2011,16332.497137946097,NA,NA,22.799875846054217,37353.4225690007,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
East Yorkshire and Northern Lincolnshire,2012,16484.525318896744,26319.167389418908,37464.1975308642,24.25635790586212,38442.73114917745,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
East Yorkshire and Northern Lincolnshire,2013,16861.81602312056,27134.125043660497,37592.54778611178,25.092339389050295,39583.604026383975,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
East Yorkshire and Northern Lincolnshire,2014,17315.900285155993,28083.128726762538,38108.04378867206,24.930074045854,39685.25402726146,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
East Yorkshire and Northern Lincolnshire,2015,18354.975923473587,29917.25352112676,40134.62446858762,27.249704877982932,42087.40449034687,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
East Yorkshire and Northern Lincolnshire,2016,18479.400716870525,30365.466101694914,40128.324778348106,26.81163132746393,41503.979304719665,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
East Yorkshire and Northern Lincolnshire,2017,19306.367545079254,31963.114027309806,42131.83730715288,27.47916160529091,42545.15583839262,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
East Yorkshire and Northern Lincolnshire,2018,19664.78246396342,32678.762006403413,42775.32013969732,26.77709221568242,42985.795408016435,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
East Yorkshire and Northern Lincolnshire,2019,21007.914028034058,35110.71428571429,45714.9500116252,28.76148431938269,46607.32698849158,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
East Yorkshire and Northern Lincolnshire,2020,19497.044833908127,32710.163111668757,42737.70491803279,29.844735742846414,43439.967436092134,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
East Yorkshire and Northern Lincolnshire,2021,23556.27480577042,39746.03746397694,52118.5640056684,33.41295024476625,51956.46082957989,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
East Yorkshire and Northern Lincolnshire,2022,26269.49054940999,44456.209619526206,57221.06722106722,38.02411454929446,58355.69386759894,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
Eastern Scotland,1998,12995.94506799292,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
Eastern Scotland,1999,13022.780226964145,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
Eastern Scotland,2000,13665.877107426502,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
Eastern Scotland,2001,14448.023947431382,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
Eastern Scotland,2002,15295.490539301492,NA,NA,NA,30300.194845939608,16085.79314272791,NA,NA,NA,32821.521292139805
Eastern Scotland,2003,16503.797805712253,NA,NA,NA,32477.117748672736,16975.748910963528,NA,NA,NA,34503.31916247595
Eastern Scotland,2004,17612.069013173532,NA,NA,22.518168017580045,34601.21553345758,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
Eastern Scotland,2005,18472.225270504576,NA,NA,23.025769018622466,36057.74637478593,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
Eastern Scotland,2006,19403.448896255064,NA,NA,24.187097675935657,38036.42690572225,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
Eastern Scotland,2007,20258.173326414115,NA,NA,25.082291211965362,39997.139707161514,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
Eastern Scotland,2008,20470.94548556529,NA,NA,25.86177660406504,41058.4196877253,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
Eastern Scotland,2009,20794.67516480237,NA,NA,26.89344995012144,42652.10134369258,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
Eastern Scotland,2010,20706.32029229964,NA,NA,27.930056895351765,43512.609878784715,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
Eastern Scotland,2011,20672.79504146076,NA,NA,27.94814128327962,43375.06082284105,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
Eastern Scotland,2012,21363.716823373838,33060.7476635514,45034.02107111501,28.522471580239902,44202.6503277901,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
Eastern Scotland,2013,22198.656952474787,34545.67462879277,47219.28082947276,29.32370715488481,46057.13326648563,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
Eastern Scotland,2014,23003.5523337647,35995.9661153691,47754.46858610725,30.326972603206887,47846.648793565684,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
Eastern Scotland,2015,23443.746576779948,36774.53027139875,48977.649449256765,31.494279573226855,49053.135988329814,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
Eastern Scotland,2016,24436.62829648578,38303.102625298336,50563.95715185885,32.0487415116132,51183.9483940102,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
Eastern Scotland,2017,25488.138893232383,40097.60355499127,51773.56557377049,33.65272747087987,53262.34638496752,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
Eastern Scotland,2018,25979.12472449958,40944.76974204779,52401.01265822785,34.644009139226995,54292.59412755287,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
Eastern Scotland,2019,26872.59380423291,42436.604189636164,54651.11561866126,35.516549128723014,55465.37659864646,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
Eastern Scotland,2020,25193.867901050224,39896.74469929849,52594.55527847049,36.56133431267465,52213.47934443546,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
Eastern Scotland,2021,27558.57823669579,44065.72471820924,56954.96050066687,36.023547514652954,56603.27339317832,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
Eastern Scotland,2022,30464.943941866528,48102.18402586139,61562.05852674067,40.17802415709762,62010.461114374986,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
Essex,1998,11238.936268368127,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
Essex,1999,11269.998566444663,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
Essex,2000,11896.000970441957,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
Essex,2001,12764.669996993056,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
Essex,2002,13119.741642010742,NA,NA,NA,29625.88290550427,16085.79314272791,NA,NA,NA,32821.521292139805
Essex,2003,14388.797503264477,NA,NA,NA,32462.115562037667,16975.748910963528,NA,NA,NA,34503.31916247595
Essex,2004,14641.766919672633,NA,NA,20.82668881541177,33247.654187913715,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
Essex,2005,15063.654217563577,NA,NA,22.044031519492947,34734.68359293975,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
Essex,2006,15643.628808781243,NA,NA,23.002649322070905,35916.14520042332,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
Essex,2007,16152.41854745491,NA,NA,23.63597516347721,36798.0278198894,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
Essex,2008,16411.645146921303,NA,NA,24.504456498836447,37177.22028208017,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
Essex,2009,15941.74074914976,NA,NA,24.048235310172675,36915.52345785683,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
Essex,2010,16530.431643786167,NA,NA,25.585925442391584,38879.07543578578,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
Essex,2011,16303.470914170677,NA,NA,25.02242298813435,38107.7902591346,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
Essex,2012,16622.973338176034,26763.048498845266,34921.64898746384,24.247432542472602,37835.8682620654,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
Essex,2013,17020.385303639483,27624.942263279445,35334.987593052116,25.523753847443007,39971.876395152685,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
Essex,2014,17695.77826640825,28869.63696369637,37475.901463762944,26.54525876339485,41368.95495800836,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
Essex,2015,18393.84232813968,30136.110349867544,37565.474834889545,27.052413206789026,42015.09435884635,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
Essex,2016,18910.842020876626,31068.3489153127,39220.80898361407,27.529427935399006,42649.85327742715,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
Essex,2017,20279.960154661385,33391.469365624434,41216.95482431679,29.526399712918153,45416.10845491083,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
Essex,2018,20719.165473511966,34212.37503377465,42234.82321547698,29.161591664822694,46026.56469236865,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
Essex,2019,21030.882050282176,34819.763271162126,42845.636102835706,30.026473961106117,47256.67637007974,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
Essex,2020,19127.234569473938,31672.327493743298,39971.79921037789,30.52622291021053,43069.23773465655,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
Essex,2021,21422.046955048907,35575.757575757576,43643.12267657992,32.41627373344942,49467.47732719968,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
Essex,2022,23800.125818928344,39687.33345176763,48660.422565889785,33.18107615795161,54752.41931432031,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
"Gloucestershire, Wiltshire and Bath/Bristol Area",1998,14042.912698472166,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
"Gloucestershire, Wiltshire and Bath/Bristol Area",1999,14583.52114155179,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
"Gloucestershire, Wiltshire and Bath/Bristol Area",2000,15268.607807046204,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
"Gloucestershire, Wiltshire and Bath/Bristol Area",2001,16505.513037426794,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
"Gloucestershire, Wiltshire and Bath/Bristol Area",2002,17277.267798795587,NA,NA,NA,32394.51371742348,16085.79314272791,NA,NA,NA,32821.521292139805
"Gloucestershire, Wiltshire and Bath/Bristol Area",2003,18160.680725335624,NA,NA,NA,33878.71778793898,16975.748910963528,NA,NA,NA,34503.31916247595
"Gloucestershire, Wiltshire and Bath/Bristol Area",2004,18960.330800142485,NA,NA,22.419709605157294,35262.349631020326,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
"Gloucestershire, Wiltshire and Bath/Bristol Area",2005,19540.901107476966,NA,NA,23.246319911417697,36926.703417042525,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
"Gloucestershire, Wiltshire and Bath/Bristol Area",2006,20120.407120264517,NA,NA,23.94970183064031,38380.69813807319,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
"Gloucestershire, Wiltshire and Bath/Bristol Area",2007,21234.767434267756,NA,NA,25.50191237133026,40147.5820309846,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
"Gloucestershire, Wiltshire and Bath/Bristol Area",2008,21936.246167971105,NA,NA,26.828943331818806,41600.54213187424,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
"Gloucestershire, Wiltshire and Bath/Bristol Area",2009,22016.08134915065,NA,NA,27.098363116823947,41726.14876855678,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
"Gloucestershire, Wiltshire and Bath/Bristol Area",2010,22869.42387946081,NA,NA,28.51600125539245,43310.439103269186,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
"Gloucestershire, Wiltshire and Bath/Bristol Area",2011,22739.82257548236,NA,NA,27.938248004887168,42855.74659879478,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
"Gloucestershire, Wiltshire and Bath/Bristol Area",2012,23378.136261185267,NA,NA,28.688402053283212,45359.91528516787,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
"Gloucestershire, Wiltshire and Bath/Bristol Area",2013,23817.712344583746,NA,NA,28.79267779713444,45883.92323805445,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
"Gloucestershire, Wiltshire and Bath/Bristol Area",2014,25029.488682179654,NA,NA,29.59384467754393,46504.566513668025,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
"Gloucestershire, Wiltshire and Bath/Bristol Area",2015,25146.56765425494,NA,NA,30.205510903249106,46860.566149906255,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
"Gloucestershire, Wiltshire and Bath/Bristol Area",2016,25569.70280539008,NA,NA,30.386820785648364,47828.551561508,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
"Gloucestershire, Wiltshire and Bath/Bristol Area",2017,26369.672073365335,NA,NA,31.961744244759654,49882.181796140416,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
"Gloucestershire, Wiltshire and Bath/Bristol Area",2018,26779.681764491732,NA,NA,31.76681346846586,49820.366896639425,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
"Gloucestershire, Wiltshire and Bath/Bristol Area",2019,27888.612886446175,NA,NA,32.706963387116836,50955.81819624019,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
"Gloucestershire, Wiltshire and Bath/Bristol Area",2020,26639.445633183484,NA,NA,34.088684497006675,49192.46264636773,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
"Gloucestershire, Wiltshire and Bath/Bristol Area",2021,29172.156260475705,NA,NA,35.99234256852214,55329.24746604763,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
"Gloucestershire, Wiltshire and Bath/Bristol Area",2022,31901.602428232487,NA,NA,38.22237146357427,59561.017906113884,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
Greater Manchester,1998,11795.798034430185,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
Greater Manchester,1999,12402.76240634024,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
Greater Manchester,2000,12713.310885377527,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
Greater Manchester,2001,13565.062700310324,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
Greater Manchester,2002,14213.618028435163,NA,NA,NA,29507.058360854277,16085.79314272791,NA,NA,NA,32821.521292139805
Greater Manchester,2003,14810.788027046881,NA,NA,NA,30481.11651134793,16975.748910963528,NA,NA,NA,34503.31916247595
Greater Manchester,2004,15632.50072948271,NA,NA,20.03072321664153,31592.27975007708,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
Greater Manchester,2005,16615.86822435556,NA,NA,20.95663499066008,33895.33847603045,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
Greater Manchester,2006,17342.173135160672,NA,NA,22.139663543322524,36063.70701922372,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
Greater Manchester,2007,18136.94119838268,NA,NA,23.51204888367031,37356.251233491035,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
Greater Manchester,2008,18281.6305452619,NA,NA,24.076446986773195,38016.0356587843,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
Greater Manchester,2009,18398.891141977543,NA,NA,24.656339663639645,38774.449577648295,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
Greater Manchester,2010,18685.18818366687,NA,NA,25.2171651337214,39256.52775826497,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
Greater Manchester,2011,18513.91196647335,NA,NA,25.377599249444167,39956.82602140375,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
Greater Manchester,2012,19234.152305124306,29715.62625164502,43433.97173203981,26.048069824483857,41377.84874067417,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
Greater Manchester,2013,20000.309397051446,31103.21915454233,44991.300024857075,26.633592433945545,42440.94026613518,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
Greater Manchester,2014,20354.110161509496,31841.382467383843,45017.39341477227,26.275254355473535,42181.7211530954,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
Greater Manchester,2015,20992.67236907872,32921.50170648464,45784.35250375761,27.598334191328266,43593.9307751639,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
Greater Manchester,2016,21399.744161208604,33637.595258255715,46568.45889340419,27.422556875171736,44118.26766814865,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
Greater Manchester,2017,22814.3878488726,35983.12710911136,48593.346498556886,28.726826923009572,46295.988086261714,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
Greater Manchester,2018,23590.608376140895,37400.06737031215,50103.0385078219,28.954667893553765,46520.511287772555,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
Greater Manchester,2019,24403.44120122516,38935.574229691876,52083.333333333336,29.473793832951213,47830.82066676852,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
Greater Manchester,2020,24335.89742691983,38895.355344152216,52378.29691032404,33.88871588120691,48288.17562873419,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
Greater Manchester,2021,25939.779009183032,41607.04304080492,56343.198849443645,32.15736947310554,50918.11305756993,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
Greater Manchester,2022,28362.383506242306,46002.673796791445,61740.43062200957,35.31710972122792,56194.500581787004,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
Hampshire and Isle of Wight,1998,13694.55076338964,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
Hampshire and Isle of Wight,1999,13834.72929701054,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
Hampshire and Isle of Wight,2000,14581.49551139017,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
Hampshire and Isle of Wight,2001,15360.24261225699,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
Hampshire and Isle of Wight,2002,16199.866212954075,NA,NA,NA,31537.834185731757,16085.79314272791,NA,NA,NA,32821.521292139805
Hampshire and Isle of Wight,2003,16742.046206823656,NA,NA,NA,33509.59413250848,16975.748910963528,NA,NA,NA,34503.31916247595
Hampshire and Isle of Wight,2004,17646.714023917513,NA,NA,22.778587817950136,34807.002847865515,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
Hampshire and Isle of Wight,2005,18495.77699321039,NA,NA,23.840275375215974,36084.21719441519,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
Hampshire and Isle of Wight,2006,18943.884702112024,NA,NA,24.472014835095806,37806.602926140906,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
Hampshire and Isle of Wight,2007,20053.583243847148,NA,NA,25.836634829405387,39611.34262482994,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
Hampshire and Isle of Wight,2008,20745.69012178984,NA,NA,26.924258489746645,41073.61452926198,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
Hampshire and Isle of Wight,2009,20834.994144137156,NA,NA,28.28686253097928,42523.313459564524,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
Hampshire and Isle of Wight,2010,21578.630434413855,NA,NA,29.831553263317932,43498.05205490576,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
Hampshire and Isle of Wight,2011,22096.283914349096,NA,NA,29.65389052706901,44490.29848297007,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
Hampshire and Isle of Wight,2012,22575.92618715485,36018.17120946904,46453.45087078048,29.368395222177025,45292.50778004765,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
Hampshire and Isle of Wight,2013,23407.041712395392,37581.80300500835,48065.5492687093,30.758118687509793,47071.80009932303,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
Hampshire and Isle of Wight,2014,23979.007135859178,38681.996167624755,48178.893846632775,30.811010047606416,47977.068552545374,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
Hampshire and Isle of Wight,2015,24417.54572360932,39504.7287207566,48003.02419354839,31.496312687206583,47903.35431119123,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
